page_id	text	label	Pattern Category	clean_text	char_count	word_count
1667	About Ruth Hogan	0	Not Dark Pattern	About Ruth Hogan	16	3
1271	Don't miss out on this item! There is only 1 left in stock.	1	Scarcity	Don't miss out on this item! There is only 1 left in stock.	59	13
427	NO, THANKS. I DON'T LIKE DISCOUNTS 	1	Misdirection	NO, THANKS. I DON'T LIKE DISCOUNTS	34	6
423	No thanks, I'd rather pay full price.	1	Misdirection	No thanks, I'd rather pay full price.	37	7
992	Wait! Take 10% off Your First Order Deal Expires Soon!	1	Urgency	Wait! Take 10% off Your First Order Deal Expires Soon!	54	10
902	Perhaps you could...	0	Not Dark Pattern	Perhaps you could...	20	3
912	CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!	1	Obstruction	CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!	857	143
1063	Limited Time Only! 20% Off	1	Urgency	Limited Time Only! 20% Off	26	5
1585	Hurry, only 2 left in stock	1	Scarcity	Hurry, only 2 left in stock	27	6
622	 Casual V-Neck Sleeveless T-Shirt 	0	Not Dark Pattern	Casual V-Neck Sleeveless T-Shirt	32	4
66	 Businesses in the EU buying from a business in the same country are also charged VAT.	0	Not Dark Pattern	Businesses in the EU buying from a business in the same country are also charged VAT.	85	16
207	Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now	1	Social Proof	Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now	100	14
1210	Hurry only 8 items left!	1	Scarcity	Hurry only 8 items left!	24	5
190	 Shop 	0	Not Dark Pattern	Shop	4	1
225	Someone in United States just purchased a	1	Social Proof	Someone in United States just purchased a	41	7
1014	LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!	1	Urgency	LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!	51	8
861	 Rechargeable 	0	Not Dark Pattern	Rechargeable	12	1
1541	 Redeem Gift Certificates 	0	Not Dark Pattern	Redeem Gift Certificates	24	3
1469	Hurry! 1 items left!	1	Scarcity	Hurry! 1 items left!	20	4
1658	Muc-Off	0	Not Dark Pattern	Muc-Off	7	1
247	Frequently Asked Questions	0	Not Dark Pattern	Frequently Asked Questions	26	3
113	We value your input. Share your review so everyone else can enjoy it too.	0	Not Dark Pattern	We value your input. Share your review so everyone else can enjoy it too.	73	14
128	Someone in Byron Bay, NSW just bought	1	Social Proof	Someone in Byron Bay, NSW just bought	37	7
1600	Last 1 left	1	Scarcity	Last 1 left	11	3
1331	Limited quantity available	1	Scarcity	Limited quantity available	26	3
1317	 ॐ Welcome to Devshoppe Sign In or Create an Account 	0	Not Dark Pattern	ॐ Welcome to Devshoppe Sign In or Create an Account	51	10
1315	Code of Conduct	0	Not Dark Pattern	Code of Conduct	15	3
1648	Macro Focussing Rails	0	Not Dark Pattern	Macro Focussing Rails	21	3
1174	Tactical Rifles	0	Not Dark Pattern	Tactical Rifles	15	2
1536	Bottoms Deals	0	Not Dark Pattern	Bottoms Deals	13	2
634	Checkout within 04:10 so we don't run out of stock!	1	Urgency	Checkout within 04:10 so we don't run out of stock!	51	10
54	3,081 people have viewed this item	1	Social Proof	3,081 people have viewed this item	34	6
1489	 Champagne Taittinger 	0	Not Dark Pattern	Champagne Taittinger	20	2
1328	Hurry! Only 7 left	1	Scarcity	Hurry! Only 7 left	18	4
83	19,302 people have added this item to cart	1	Social Proof	19,302 people have added this item to cart	42	8
888	We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.	1	Obstruction	We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.	742	123
61	Howdy stranger, looks like your trail has hit a dead end.	0	Not Dark Pattern	Howdy stranger, looks like your trail has hit a dead end.	57	11
740	 Maker Faire News 	0	Not Dark Pattern	Maker Faire News	16	3
13	31 people seeing this product right now	1	Social Proof	31 people seeing this product right now	39	7
281	3 other people are currently viewing this item.	1	Social Proof	3 other people are currently viewing this item.	47	8
22	Favored By: 400 people!	1	Social Proof	Favored By: 400 people!	23	4
1330	 All Shoes 	0	Not Dark Pattern	All Shoes	9	2
1573	 What's New New arrivals daily 	0	Not Dark Pattern	What's New New arrivals daily	29	5
160	143 BOUGHT	1	Social Proof	143 BOUGHT	10	2
1267	WARNING! Only 5 left in stock!	1	Scarcity	WARNING! Only 5 left in stock!	30	6
409	No thanks, I've got too much cool Glock stuff!	1	Misdirection	No thanks, I've got too much cool Glock stuff!	46	9
256	43 added to bag in the last 48hrs	1	Social Proof	43 added to bag in the last 48hrs	33	8
1675	67% offers claimed. Hurry up!	1	Scarcity	67% offers claimed. Hurry up!	29	5
1469	Party & Birthday Novelties	0	Not Dark Pattern	Party & Birthday Novelties	26	4
1317	 Temple Locks 	0	Not Dark Pattern	Temple Locks	12	2
296	Sara from Philadelphia just saved $68 on her order.	1	Social Proof	Sara from Philadelphia just saved $68 on her order.	51	9
121	17 people have viewed this wine today	1	Social Proof	17 people have viewed this wine today	37	7
1158	 Data Processor: Amobee 	0	Not Dark Pattern	Data Processor: Amobee	22	3
994	new merch coming soon	0	Not Dark Pattern	new merch coming soon	21	4
1365	Prices subject to change without notice. Products shown may not be available in our stores.	0	Not Dark Pattern	Prices subject to change without notice. Products shown may not be available in our stores.	91	15
1056	Add your favourites to cart	0	Not Dark Pattern	Add your favourites to cart	27	5
1030	Free Shipping On Orders Over $49* - Limited Time Only	1	Urgency	Free Shipping On Orders Over $49* - Limited Time Only	53	10
169	Someone in DOVER, United States just bought Crew 15 mins ago	1	Social Proof	Someone in DOVER, United States just bought Crew 15 mins ago	60	11
766	 Payment Methods 	0	Not Dark Pattern	Payment Methods	15	2
1367	 Also notify me about New Arrivals! 	0	Not Dark Pattern	Also notify me about New Arrivals!	34	6
752	POSTED BY @missladywoolf#motoin	0	Not Dark Pattern	POSTED BY @missladywoolf#motoin	31	3
680	 All Personalised Gifts 	0	Not Dark Pattern	All Personalised Gifts	22	3
1095	HURRY! ONLY 19 LEFT IN STOCK.	1	Scarcity	HURRY! ONLY 19 LEFT IN STOCK.	29	6
842	Massive Tax Time Sale See Discounts! Sale ends in	1	Urgency	Massive Tax Time Sale See Discounts! Sale ends in	49	9
588	Special sale ends in	1	Urgency	Special sale ends in	20	4
259	By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. 	0	Not Dark Pattern	By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts.	169	28
1315	Sorry! This product is no longer available	0	Not Dark Pattern	Sorry! This product is no longer available	42	7
1673	Brand: Ray-Ban® | Similar products from Ray-Ban®	0	Not Dark Pattern	Brand: Ray-Ban® | Similar products from Ray-Ban®	48	7
441	No thanks, free stuff isn't for me.	1	Misdirection	No thanks, free stuff isn't for me.	35	7
1214	Only 2 Left	1	Scarcity	Only 2 Left	11	3
113	 Colored Contact Lenses 	0	Not Dark Pattern	Colored Contact Lenses	22	3
262	Israël in Metz, France purchased a More ADVANCED Chord Substitutions	1	Social Proof	Israël in Metz, France purchased a More ADVANCED Chord Substitutions	68	10
1351	In stock | 44 left	1	Scarcity	In stock | 44 left	18	5
1359	only 7 pieces left	1	Scarcity	only 7 pieces left	18	4
1536	Download Now	0	Not Dark Pattern	Download Now	12	2
1469	Beach Towels & Mats	0	Not Dark Pattern	Beach Towels & Mats	19	4
619	ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds	1	Urgency	ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds	132	28
1496	Hurry, limited quantities left!	1	Scarcity	Hurry, limited quantities left!	31	4
230	Light Works	0	Not Dark Pattern	Light Works	11	2
1779	Both of these jerseys are awesome, I couldn’t have asked for better quality.	0	Not Dark Pattern	Both of these jerseys are awesome, I couldn’t have asked for better quality.	76	13
1117	Only 14 left!	1	Scarcity	Only 14 left!	13	3
445	NO THANKS, I DON'T WANT 20% OFF MY ORDER	1	Misdirection	NO THANKS, I DON'T WANT 20% OFF MY ORDER	40	9
1792	I already have this item. Do not add this to cart	1	Misdirection	I already have this item. Do not add this to cart	49	11
1469	Security Cameras	0	Not Dark Pattern	Security Cameras	16	2
1604	Cross Body	0	Not Dark Pattern	Cross Body	10	2
1667	 -- Preeti Shenoy, author of THE RULE BREAKERS	0	Not Dark Pattern	-- Preeti Shenoy, author of THE RULE BREAKERS	45	8
1550	Royal Python Vivariums	0	Not Dark Pattern	Royal Python Vivariums	22	3
833	Stone Island Junior	0	Not Dark Pattern	Stone Island Junior	19	3
1397	ONLY 1 LEFT!	1	Scarcity	ONLY 1 LEFT!	12	3
113	 Sustainably made	0	Not Dark Pattern	Sustainably made	16	2
1468	Bob's For Business	0	Not Dark Pattern	Bob's For Business	18	3
1791	"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box."	1	Misdirection	"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box."	162	30
1536	Boys Green School Uniforms	0	Not Dark Pattern	Boys Green School Uniforms	26	4
782	 Show Password 	0	Not Dark Pattern	Show Password	13	2
300	Pay Securely with Trespass	0	Not Dark Pattern	Pay Securely with Trespass	26	4
1131	Limited Stock!	1	Scarcity	Limited Stock!	14	2
212	 adidas Originals Stan Smith 	0	Not Dark Pattern	adidas Originals Stan Smith	27	4
989	LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE	1	Urgency	LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE	60	12
1468	 Functional Marketing Cookies	0	Not Dark Pattern	Functional Marketing Cookies	28	3
1023	Limited Time Offers	1	Urgency	Limited Time Offers	19	3
186	Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago	1	Social Proof	Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago	95	16
312	436 users are currently active on our website Just now	1	Social Proof	436 users are currently active on our website Just now	54	10
892	Exposed Membership (recurring subscription) and Cancellations  If You order with Exposed Membership, you are selecting a recurring billing subscription, where You will receive a new kit approximately every 60 days. You are able to cancel by contacting Exposed customer care at 1-866-404-7656, 8am – 4pm Pacific Time, M-F.  If You are part of our Monthly installment program, You will be billed in two monthly installments for each acne kit shipped. Each kit will be shipped every two months unless your membership is canceled. To cancel Your Exposed Membership, You must: 1. first pay in full for all kits that have been shipped 2. and, then contact Exposed customer care at 1-866-404-7656 8am – 4pm Pacific Time, M-F to process Your cancellation.	1	Obstruction	Exposed Membership (recurring subscription) and Cancellations If You order with Exposed Membership, you are selecting a recurring billing subscription, where You will receive a new kit approximately every 60 days. You are able to cancel by contacting Exposed customer care at 1-866-404-7656, 8am – 4pm Pacific Time, M-F. If You are part of our Monthly installment program, You will be billed in two monthly installments for each acne kit shipped. Each kit will be shipped every two months unless your membership is canceled. To cancel Your Exposed Membership, You must: 1. first pay in full for all kits that have been shipped 2. and, then contact Exposed customer care at 1-866-404-7656 8am – 4pm Pacific Time, M-F to process Your cancellation.	745	121
1536	Sale Coats and Jackets	0	Not Dark Pattern	Sale Coats and Jackets	22	4
573	Shop By Brands	0	Not Dark Pattern	Shop By Brands	14	3
1765	Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!	1	Misdirection	Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!	150	29
1658	ROAD CLOTHING	0	Not Dark Pattern	ROAD CLOTHING	13	2
324	No thanks, I don't want to build one.. I'd rather kick rocks!	1	Misdirection	No thanks, I don't want to build one.. I'd rather kick rocks!	61	12
1351	 Menstrual Products 	0	Not Dark Pattern	Menstrual Products	18	2
1564	4 SEATS LEFT	1	Scarcity	4 SEATS LEFT	12	3
132	Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago	1	Social Proof	Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago	98	16
190	Shoes & Clothing	0	Not Dark Pattern	Shoes & Clothing	16	3
767	Imported	0	Not Dark Pattern	Imported	8	1
940	Will sell out fast!	1	Scarcity	Will sell out fast!	19	4
116	Get it fast! 14 added to bag today	1	Social Proof	Get it fast! 14 added to bag today	34	8
1293	Herbaceous oil rich in anti-aging polyphenols.	0	Not Dark Pattern	Herbaceous oil rich in anti-aging polyphenols.	46	6
1216	HURRY! LESS THAN 129 LEFT.	1	Scarcity	HURRY! LESS THAN 129 LEFT.	26	5
111	Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash	1	Social Proof	Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash	71	12
1090	Only 3 left in stock	1	Scarcity	Only 3 left in stock	20	5
1671	We only have 5 left!	1	Scarcity	We only have 5 left!	20	5
395	Nah, I like paying full price	1	Misdirection	Nah, I like paying full price	29	6
224	2 people have looked at this in the last couple of hrs.	1	Social Proof	2 people have looked at this in the last couple of hrs.	55	12
27	Real time 30 Visitor right now	1	Social Proof	Real time 30 Visitor right now	30	6
527	Drawstring Backpacks	0	Not Dark Pattern	Drawstring Backpacks	20	2
1197	Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!	1	Scarcity	Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!	115	21
327	No thanks, I don't like getting free stuff.	1	Misdirection	No thanks, I don't like getting free stuff.	43	8
154	THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS	1	Social Proof	THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS	59	12
1521	HURRY! ONLY 2 LEFT!	1	Scarcity	HURRY! ONLY 2 LEFT!	19	4
